Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Afghanistan,AFG,67.7304964539007,74.9890940817217,85.9099804305284,78.6364080993837,85.3235490326885,86.0501112508465,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Albania,ALB,86.4077669902913,96.1490163248221,100,100,100,100,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Algeria,DZA,0.838301043219076,0.212498032425626,1.08368033172465,0.55101018533979,0.395379969490365,0.322683798947644,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,American Samoa,ASM,0,0,0.70242656449553,0.703140481075933,0.700882474752302,0.885478158205431,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Andorra,AND,100,100,86.6894197952219,88.7532693984307,89.4321766561514,86.1167002012072,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Angola,AGO,86.2068965517241,63.1141868512111,60.7994842037395,58.0209347614411,53.1751054852321,53.1749283080705,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Antigua and Barbuda,ATG,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Argentina,ARG,35.4414662987781,33.159374648521,29.2611353196635,31.4844907174391,31.5762041956827,28.1400691239471,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Armenia,ARM,15.0067554526153,21.1648204095334,28.9447486311598,28.2360570687419,25.7548387096774,28.3369662777279,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Aruba,ABW,0,0,14.9152542372881,14.9121861868333,15.0992799476326,14.8561614426793,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Australia,AUS,9.65603064418908,8.3816185720276,10.5926533603071,13.2641083883167,14.9067122095833,13.6378410946741,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Austria,AUT,66.2021259331386,72.5440090857467,74.5291806141755,78.0247869868319,81.0568683458842,76.4907792691417,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Azerbaijan,AZE,7.16136834830684,8.20364725386384,7.92152427353402,6.67123404984157,5.62924619864122,7.0398574206092,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Bahamas, The",BHS,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bahrain,BHR,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bangladesh,BGD,11.4330056906363,4.74922325787838,1.60001647378609,1.94653614457831,1.31972423672665,1.2268899018827,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Barbados,BRB,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Belarus,BLR,0.0505996053230785,0.103444312478449,0.555212831585441,0.844256831815152,0.722614078019289,0.815679830995834,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Belgium,BEL,0.789563534968417,1.26128085245189,12.8128790384827,14.2093861058371,17.0806411009482,20.8000230056939,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Belize,BLZ,0,70.0729927007299,49.1940058214813,55.8130131931025,50.7054753739704,45.2399304748245,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Benin,BEN,0,2.38095238095238,0,0,0,5.55555555555556,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bermuda,BMU,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bhutan,BTN,99.5524296675192,100,99.997070326805,99.9934556173054,99.9928610794619,99.9935464335397,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bolivia,BOL,52.4448290783211,51.520618556701,32.3064874037332,32.1760694358338,28.0068532267276,31.4024390243902,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bosnia and Herzegovina,BIH,20.8993985784582,48.8445680314508,29.93182786536,41.4646725116039,36.7264851485149,35.5173075692623,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Botswana,BWA,0,0,0,0.108342361863489,0.0432338953739732,0.0337040781934614,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Brazil,BRA,94.500518353297,89.4927058553782,82.4482831002635,76.6892081191253,73.0820738473312,73.9669080481113,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,British Virgin Islands,VGB,0,0,0.816357671473259,1.02025277904675,1.28626981752917,1.28626981752917,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Brunei Darussalam,BRN,0,0,0.0508905852417303,0.0454338936846888,0.0443852640923213,0.0476190476190476,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Bulgaria,BGR,4.45646757314729,6.57629287014712,11.4364842525602,16.0788502170935,15.7436017644426,17.9885929998769,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Burkina Faso,BFA,4.89130434782609,25.1793032786885,15.456,14.4382099356781,10.3971279274351,9.35403868441754,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Burundi,BDI,98.1818181818182,98.019801980198,97.9618194008257,87.02056925233,80.7187888270213,82.7093851288663,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cabo Verde,CPV,0,5.39543778172381,18.3667484270022,20.5576033446305,17.2916513783909,20.2084965923393,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cambodia,KHM,0,0.223214285714286,37.6569037656904,57.9302587176603,61.1365120836055,46.4180122811008,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cameroon,CMR,98.4797923618836,98.9080459770115,75.3650793650794,75.3357531760436,75.3250975292588,76.1171944362237,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Canada,CAN,62.3787188226728,60.6003011908929,63.230561170877,63.2980330554908,62.8249922157553,63.011450040254,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cayman Islands,CYM,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Central African Republic,CAF,81.0526315789474,78.5046728971963,84.6590909090909,99.2805755395683,99.4152046783626,99.4152046783626,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Chad,TCD,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Channel Islands,CHI,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Chile,CHL,53.8373612018289,48.5478317281301,36.4453556221416,35.6668719633203,42.4070089148478,43.6043349649144,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,China,CHN,20.4079398906752,16.6394981921286,19.9662489377563,20.2962273802567,22.6091537829535,23.926817173663,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Colombia,COL,76.3841901146959,75.5246376811594,79.5501941031153,73.9986754585505,74.0383106787808,68.236811220424,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Comoros,COM,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Congo, Dem. Rep.",COD,99.5575221238938,99.9498495486459,99.8817656332107,99.8910147735529,99.8755656108597,99.8210691120555,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Congo, Rep.",COG,99.3914807302231,99.6621621621622,58.0588235294118,56.8168519602106,54.7126436781609,53.3448673587082,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Costa Rica,CRI,97.520184544406,99.1472756178639,91.8419500688028,88.314606741573,89.7915239307037,99.0011098779134,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cote d'Ivoire,CIV,66.6666666666667,36.75,26.439566704675,21.8823529411765,23.9319333816075,16.7259786476868,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Croatia,HRV,45.5528580887221,57.302672467371,49.6743132257151,66.5017566501757,73.9580232211968,66.8268375155722,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cuba,CUB,10.2502662406816,6.87200638637573,3.71174299978294,4.3521421107628,4.01734999483631,3.94814668769716,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Curacao,CUW,0,0.713648528099911,3.48964013086151,3.53982300884956,3.59147025813693,3.7122969837587,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Cyprus,CYP,0,0,5.44837820648717,7.62237762237762,7.28735632183908,8.78005735715861,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Czechia,CZE,1.86443127619598,3.1325863038499,9.30358646625215,10.8234117756488,10.7784149666259,11.4045705432362,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Denmark,DNK,3.17527519051651,15.4550245471944,48.32741604508,45.9603373341393,55.9004474272931,65.5059246208588,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Djibouti,DJI,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Dominica,DMA,53.3333333333333,41.5584415584416,22.3262032085562,25.5462769659012,20.7968506074798,16.1757892646767,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Dominican Republic,DOM,10.1135749053542,9.1477836270695,14.476588823051,16.5696884006743,13.3393726644774,11.6324429755648,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ecuador,ECU,78.5478028035911,71.7018469656992,54.8693482732963,48.9918748119169,49.17513473485,52.8029423151374,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Egypt, Arab Rep.",EGY,23.5043544112079,17.7034411271643,8.87941297956605,8.88188039274026,8.87090779127949,8.25928551410343,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,El Salvador,SLV,93.1920649233544,58.0692922712467,60.2372935706269,60.4432397959184,59.6978949059939,57.8226749039906,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Equatorial Guinea,GNQ,6.87285223367698,13.9165009940358,3.41463414634146,4.34782608695652,57.8274760383387,57.8274760383387,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Eritrea,ERI,0,0.476190476190476,0.557103064066852,0.540540540540541,0.515463917525773,0.492610837438424,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Estonia,EST,0,0.211441325032304,12.3422745884516,9.19020715630885,11.1602121163426,14.4187386003648,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Eswatini,SWZ,42.3076923076923,40.9410261869278,43.792216146671,40.6578501186843,53.2627865961199,46.5725806451613,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ethiopia,ETH,88.3527454242928,98.626045400239,99.8419388830348,99.908067111009,99.9684708355229,99.9616748107694,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Faroe Islands,FRO,35.5450236966825,36.150234741784,37.9151861048992,38.4362159612216,50.8075843846282,60.0714356141205,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Fiji,FJI,82.441113490364,60.2310502057446,66.2311586562818,62.1276967930029,47.1662981496567,45.0158848200176,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Finland,FIN,29.4517902789782,33.4100262947296,40.5618440300521,35.966992716505,38.5804916732752,44.49903056985,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,France,FRA,13.3698786430456,12.9678764686538,14.8273540719154,17.045286239218,16.4559049430271,15.8576666299907,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,French Polynesia,PYF,18.6027491408935,33.3333333333333,28.0248994435529,27.1611906201707,31.7171268879242,32.0120973923708,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Gabon,GAB,72.3926380368098,61.5969581749049,42.5138632162662,44.9904580152672,40.3403403403403,43.7441204139229,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Gambia, The",GMB,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Georgia,GEO,55.20985135529,78.9331896551724,74.5023207839092,82.2248732478378,80.3683347796741,78.0393242869011,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Germany,DEU,3.48635077147813,6.19853122329914,23.0004585405584,24.0725497476084,26.1300965691114,29.2317701223308,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ghana,GHA,100,91.4993769901703,67.1240851630073,63.9888120581151,64.7303864846101,50.8920024366896,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Gibraltar,GIB,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Greece,GRC,5.09273903666427,7.75666822648573,16.7036909052015,25.1234373358546,24.1880698408915,28.6557832580757,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Greenland,GRL,0,57.3968466957397,75.0278335876988,79.8432118205555,81.198143559666,81.2915257762837,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Grenada,GRD,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guam,GUM,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guatemala,GTM,91.6285452881976,51.7195767195767,66.8827029324267,67.1673387096774,68.574091332712,60.3906673901248,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guinea,GIN,33.7837837837838,55.9693318729463,67.3763736263736,73.7196147378077,59.7697922515441,78.751565015203,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guinea-Bissau,GNB,0,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guyana,GUY,1.6025641025641,0,0,0,0,0,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Haiti,HTI,79.3969849246231,51.7367458866545,20.0909090909091,13.3649289099526,8.71248789932236,7.99614643545279,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Honduras,HND,98.2751185855972,61.9112814895947,49.3023255813954,46.7550161010652,43.8293107738243,42.2755158951478,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Hong Kong SAR, China",HKG,0,0,0.234270414993307,0.242606874712702,0.265604249667995,0.278727320536419,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Hungary,HUN,0.685750457166971,0.690517461851041,7.6396708531832,9.20314253647587,10.6831790963527,10.5826906598115,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Iceland,ISL,99.8669623059867,99.934929724102,99.9829050088324,99.9724000883197,99.9834464492634,99.9787222724613,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,India,IND,24.4892939617124,13.5909480276924,15.732973360913,17.3493138262499,16.2538398153488,15.3430503454798,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Indonesia,IDN,20.9171334986378,15.9560675060273,11.2368144778283,12.2701601703546,11.4751004932507,10.6511556345733,12.0719582395239,12.5605535137614,17.0370007361396,16.2466452115754,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Iran, Islamic Rep.",IRN,10.2923758925248,3.03784327134606,4.98552753700703,5.70772079837216,5.19538689554967,5.10488787847473,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Iraq,IRQ,10.8333333333333,1.9153605015674,9.54409144247903,8.14248057238711,4.32505017117223,3.7317547372392,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ireland,IRL,4.8984468339307,5.00570269927766,19.365535536642,22.0058651026393,24.7597644141352,27.9654080216378,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Isle of Man,IMN,0,0,1.48698884758364,0.793650793650794,0.793650793650794,0.833002776675922,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Israel,ISR,0.0143554407120299,0.0726659009399686,0.76821738647366,0.931150321255015,1.5144788120961,1.89020023043627,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Italy,ITA,16.3760221818745,18.8481927532313,31.0203903154411,38.905348564998,43.3916063800716,38.6792251795342,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Jamaica,JAM,7.56712774613507,4.84408113835907,10.924158714214,9.84222389181067,9.79631425800194,10.2620087336245,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Japan,JPN,11.2547375128502,9.11604901056161,11.1942473822485,12.2052917942741,14.0593593575553,15.9847807230219,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Jordan,JOR,0.329851566794942,0.569491525423729,0.42178838274283,0.370735098186874,0.362239297475302,0.967708004628169,..,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kazakhstan,KAZ,8.42994312134495,14.6734471202556,8.23125074070483,7.50538385425761,7.87775535843454,8.87402787692077,..,..,..,..,..,..
